,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
213,Barrio Londres,-33.444637298583984,-70.64822387695312,Restaurant Amaranto,-33.44263799749201,-70.64530964953602,South American Restaurant
214,Barrio Londres,-33.444637298583984,-70.64822387695312,Restaurant Bristol,-33.443511555316114,-70.64836533588053,Restaurant
215,Barrio Londres,-33.444637298583984,-70.64822387695312,Quijote,-33.44263641446893,-70.6510583457887,Mediterranean Restaurant
216,Barrio Londres,-33.444637298583984,-70.64822387695312,Mano a mano,-33.440728218955414,-70.64716882745037,Spa
217,Barrio Londres,-33.444637298583984,-70.64822387695312,ORIXAS,-33.44650866744612,-70.64652858186442,Nightclub
218,Barrio Londres,-33.444637298583984,-70.64822387695312,Apetit's Express,-33.446501243875844,-70.65110661204811,Burrito Place
219,Barrio Londres,-33.444637298583984,-70.64822387695312,Barrio Perú,-33.44608,-70.643524,Peruvian Restaurant
220,Barrio Londres,-33.444637298583984,-70.64822387695312,Bizzarro Pizza,-33.44714854165349,-70.64384133355189,Pizza Place
221,Barrio Londres,-33.444637298583984,-70.64822387695312,Che Lagarto Hostel,-33.44219009930686,-70.64779419662344,Hostel
222,Barrio Londres,-33.444637298583984,-70.64822387695312,Maraton de Santiago,-33.4443962163397,-70.65293444039703,Sports Club
223,Barrio Londres,-33.444637298583984,-70.64822387695312,Starbucks,-33.44248804307619,-70.65145829711801,Coffee Shop
224,Barrio Londres,-33.444637298583984,-70.64822387695312,Varsovienne,-33.44046279564526,-70.64728473753259,Candy Store
225,Barrio Londres,-33.444637298583984,-70.64822387695312,Domino ahumada,-33.44141029284475,-70.65058188463385,Burger Joint
226,Barrio Londres,-33.444637298583984,-70.64822387695312,Salvador Cocina y Café,-33.44129195766978,-70.65166924352039,Café
227,Barrio Londres,-33.444637298583984,-70.64822387695312,Starbucks,-33.44149647610209,-70.6492159494613,Coffee Shop
228,Barrio Londres,-33.444637298583984,-70.64822387695312,Cafe Bahia Internacional,-33.44254303032186,-70.6497187654445,Coffee Shop
229,Barrio Londres,-33.444637298583984,-70.64822387695312,Federación Chilena de Esgrima,-33.446349153643745,-70.64616256836774,Martial Arts School
230,Barrio Londres,-33.444637298583984,-70.64822387695312,Centro Comercial Alonso de Ovalle,-33.446545368618395,-70.6499545345013,Shopping Mall
231,Barrio Londres,-33.444637298583984,-70.64822387695312,La Concesión,-33.440367,-70.64939,Restaurant
232,Barrio Londres,-33.444637298583984,-70.64822387695312,Café San Isidro,-33.44357269286194,-70.64462849263106,Café
233,Barrio Londres,-33.444637298583984,-70.64822387695312,Bar La Unión Chica,-33.443312268079076,-70.65107350820547,Bar
234,Barrio Londres,-33.444637298583984,-70.64822387695312,Duri Sushi,-33.440823,-70.65049,Sushi Restaurant
235,Barrio Londres,-33.444637298583984,-70.64822387695312,Bucaneros,-33.443865963852865,-70.64403754278452,Bar
236,Barrio Londres,-33.444637298583984,-70.64822387695312,Lush,-33.44202743445564,-70.65204666657304,Cosmetics Shop
237,Barrio Londres,-33.444637298583984,-70.64822387695312,Dominó Ahumada 146,-33.44136165674154,-70.65070833758513,Sandwich Place
238,Barrio Londres,-33.444637298583984,-70.64822387695312,Cine Arte Normandie,-33.447614963946975,-70.6519870398757,Indie Movie Theater
239,Barrio Londres,-33.444637298583984,-70.64822387695312,Poker Bar,-33.44088075246913,-70.64793820502001,Sandwich Place
240,Barrio Londres,-33.444637298583984,-70.64822387695312,San Isidro 19,-33.44275304945388,-70.64468315274614,Residential Building (Apartment / Condo)
241,Barrio Londres,-33.444637298583984,-70.64822387695312,Cuponatic,-33.44843402535732,-70.64860601060504,Discount Store
242,Barrio Londres,-33.444637298583984,-70.64822387695312,Oceanikasushi,-33.44801593624141,-70.64477404623314,Sushi Restaurant
243,Barrio Londres,-33.444637298583984,-70.64822387695312,Dominó Agustinas,-33.4408610848107,-70.6510289848454,Sandwich Place
244,Barrio Londres,-33.444637298583984,-70.64822387695312,Plaza de bolsillo,-33.44268353563973,-70.65282407383891,Food Truck
245,Barrio Londres,-33.444637298583984,-70.64822387695312,VidaLibros,-33.44796257606902,-70.65109886700317,Bookstore
246,Barrio Londres,-33.444637298583984,-70.64822387695312,Bazinga Comics,-33.44150728116591,-70.64516658019122,Comic Shop
247,Barrio Londres,-33.444637298583984,-70.64822387695312,Plaza de la Constitución,-33.442806,-70.65299,Plaza
248,Barrio Londres,-33.444637298583984,-70.64822387695312,Teatro Antonio Varas,-33.443520385128195,-70.6529646459688,Theater
249,Barrio Londres,-33.444637298583984,-70.64822387695312,Libros San Diego,-33.44495974608587,-70.65160450142379,Bookstore
250,Barrio Londres,-33.444637298583984,-70.64822387695312,La Esquina,-33.4438447651637,-70.64461360471081,Fast Food Restaurant
251,Barrio Londres,-33.444637298583984,-70.64822387695312,Palacio Imperial Lung - Fung,-33.44043039286816,-70.64696234317536,Chinese Restaurant
252,Barrio Londres,-33.444637298583984,-70.64822387695312,Pichichus,-33.44578347439936,-70.64860781479257,Pet Store
253,Barrio Londres,-33.444637298583984,-70.64822387695312,Work Cafe Santander,-33.44136109054332,-70.65190325451726,Coffee Shop
254,Barrio Londres,-33.444637298583984,-70.64822387695312,Gurman,-33.44205064894409,-70.65220138954015,Restaurant
255,Barrio Londres,-33.444637298583984,-70.64822387695312,Kako's Express,-33.44058987045654,-70.6493499347206,Coffee Shop
256,Barrio Londres,-33.444637298583984,-70.64822387695312,Teatro nacional chileno,-33.44318779958165,-70.65316200256348,Theater
257,Barrio Londres,-33.444637298583984,-70.64822387695312,London Fresh,-33.443634,-70.64343,Coffee Shop
258,Barrio Londres,-33.444637298583984,-70.64822387695312,Starbucks,-33.4442123091525,-70.65323649611167,Coffee Shop
259,Barrio Londres,-33.444637298583984,-70.64822387695312,Sportlife,-33.44190142586985,-70.6517955510166,Gym
260,Barrio Londres,-33.444637298583984,-70.64822387695312,Body Line,-33.44243872403293,-70.65198833677667,Gym
261,Barrio Londres,-33.444637298583984,-70.64822387695312,El Novillero,-33.44204879578613,-70.65257007661187,BBQ Joint
262,Barrio Londres,-33.444637298583984,-70.64822387695312,Pizza Napoli,-33.442053315549565,-70.65222873071569,Italian Restaurant
263,Barrio Londres,-33.444637298583984,-70.64822387695312,Plaza Paris Londres,-33.44725267444837,-70.64813775628377,Plaza
264,Barrio Londres,-33.444637298583984,-70.64822387695312,Bulnes Coffee Shop,-33.445722671104605,-70.65335267133635,Café
265,Barrio Londres,-33.444637298583984,-70.64822387695312,Plaza Bulnes,-33.44567397139581,-70.65330620124982,Plaza
266,Barrio Londres,-33.444637298583984,-70.64822387695312,"Paseo Bulnes, La Fuente Oficial.",-33.4452813405991,-70.6534514202554,Plaza
267,Barrio Londres,-33.444637298583984,-70.64822387695312,Omerta,-33.44801685605264,-70.64479048267984,Pizza Place
268,Barrio Londres,-33.444637298583984,-70.64822387695312,Teatro Cariola,-33.44820938498206,-70.65079329656209,Theater
269,Barrio Londres,-33.444637298583984,-70.64822387695312,D'Jango,-33.44578295173236,-70.6485627536413,Sandwich Place
270,Barrio Londres,-33.444637298583984,-70.64822387695312,Sin Sin Fung,-33.44677323893674,-70.64710270608217,Chinese Restaurant
271,Barrio Londres,-33.444637298583984,-70.64822387695312,La Pipa de Serrano,-33.448781287805446,-70.64852059576187,Bar
272,Barrio Londres,-33.444637298583984,-70.64822387695312,Los Guatones de Juanchito,-33.44714501858562,-70.64898656684855,Comfort Food Restaurant
273,Barrio Londres,-33.444637298583984,-70.64822387695312,Nuevos Sabores Express,-33.446147,-70.651215,Chinese Restaurant
274,Barrio Londres,-33.444637298583984,-70.64822387695312,Distribuidora La Mundial,-33.446931820352546,-70.65112870304401,Candy Store
275,Barrio Londres,-33.444637298583984,-70.64822387695312,Milano's Pizza,-33.445488769094275,-70.64415365927412,Pizza Place
276,Barrio Londres,-33.444637298583984,-70.64822387695312,Café Roma,-33.44815484146183,-70.65100011760445,Café
277,Barrio Londres,-33.444637298583984,-70.64822387695312,Las Tejas,-33.448040304652785,-70.65092067847904,South American Restaurant
278,Barrio Londres,-33.444637298583984,-70.64822387695312,El Rincón de los Canallas,-33.446790826783904,-70.64738088700146,Latin American Restaurant
279,Barrio Londres,-33.444637298583984,-70.64822387695312,Ven Xen,-33.4456986674292,-70.64730571388345,Chinese Restaurant
280,Barrio Londres,-33.444637298583984,-70.64822387695312,Gimnasio Leblon Centro,-33.44739669179841,-70.6502225267574,Gym
281,Barrio Londres,-33.444637298583984,-70.64822387695312,Mund Pizza,-33.446272584678205,-70.64346342964807,Pizza Place
282,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Centro Cultural Gabriela Mistral,-33.43900452128021,-70.6396399472639,Art Gallery
283,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Paseo Barrio Lastarria,-33.43953093131235,-70.64135782356065,Pedestrian Plaza
284,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Bocanáriz,-33.438418872009855,-70.64115378596382,Wine Bar
285,Barrio Lastarria,-33.43910598754883,-70.64116668701172,"The Singular Santiago, Lastarria Hotel",-33.43712639581222,-70.64072014802078,Hotel
286,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Hotel Cumbres Lastarria,-33.43790510172039,-70.64087455872986,Hotel
287,Barrio Lastarria,-33.43910598754883,-70.64116668701172,INLOV,-33.43835720061962,-70.63930107608444,Gift Shop
288,Barrio Lastarria,-33.43910598754883,-70.64116668701172,José Ramón 277: Chopería & Sanguchería,-33.439444704426386,-70.6408001466313,Sandwich Place
289,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Holy Moly Barrio Lastarria,-33.437255,-70.641209,Burger Joint
290,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Conversería de Julio,-33.43754969021427,-70.64268390384963,Latin American Restaurant
291,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Bloom Specialty Coffee,-33.437112,-70.641302,Coffee Shop
292,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Plop! Galería,-33.43732922606155,-70.64219553323508,Art Gallery
293,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Museo de Artes Visuales,-33.43762280859109,-70.64091648187124,Art Museum
294,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Patio Lastarria,-33.439662545878576,-70.64157236187741,Beer Garden
295,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Mirador Cerro Santa Lucía,-33.440309477293766,-70.64342930290613,Scenic Lookout
296,Barrio Lastarria,-33.43910598754883,-70.64116668701172,La Tienda Nacional,-33.43756419590281,-70.6426392017736,Miscellaneous Shop
297,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Sala 2 GAM,-33.43940063896205,-70.6398555644018,Indie Movie Theater
298,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Pilates Qi,-33.43836612943199,-70.64357642877884,Yoga Studio
299,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Parque Forestal,-33.43649031165823,-70.64053256739605,Park
300,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Madhu,-33.437,-70.64088,Vegetarian / Vegan Restaurant
301,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Milagritos,-33.439031060070256,-70.64448269701886,Tea Room
302,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Cerro Santa Lucía,-33.441164343622766,-70.64372745957283,Mountain
303,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Ambar Wellness & Spa,-33.43700390611046,-70.64342539793796,Spa
304,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Hostal de la Barra,-33.43714954777341,-70.6434279672463,Hostel
305,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Fuente de Neptuno y Anfitrite,-33.437868553763465,-70.64343281869861,Fountain
306,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Barrio Bellas Artes,-33.436465725437664,-70.64422121376413,Neighborhood
307,Barrio Lastarria,-33.43910598754883,-70.64116668701172,La Casona Hostel,-33.43711961205277,-70.64489682954853,Hostel
308,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Divino Descuento,-33.436835243428554,-70.63788065893317,Gift Shop
309,Barrio Lastarria,-33.43910598754883,-70.64116668701172,PortaCafé,-33.436967,-70.638137,Coffee Shop
310,Barrio Lastarria,-33.43910598754883,-70.64116668701172,New Horizon,-33.43796020135969,-70.64508257516844,Indian Restaurant
311,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Tostaduria Talca,-33.438867370854766,-70.64542094421522,Food Stand
312,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Museo Nacional de Bellas Artes,-33.43534953917722,-70.64327001571655,Art Museum
313,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Restaurant Su,-33.436767534237234,-70.63733765425337,Restaurant
314,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Parque San Borja,-33.4404702872022,-70.63786626860139,Park
315,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Retrovisión Store,-33.436093,-70.64430750000001,Optical Shop
316,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Feria Chilena del Libro,-33.439227482090985,-70.64646490705334,Bookstore
317,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Castillo Forestal,-33.435213597410026,-70.64259939056723,French Restaurant
318,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Waya's Gyros,-33.43699415273749,-70.645689053798,Greek Restaurant
319,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Albedrío,-33.43949269164649,-70.64607519435347,Burger Joint
320,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Fuente Alemana,-33.43737285165635,-70.63635957097328,Fountain
321,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Feria Chilena del Libro,-33.43913361435276,-70.64628916704405,Bookstore
322,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Starbucks,-33.440353303208795,-70.64587578101708,Coffee Shop
323,Barrio Lastarria,-33.43910598754883,-70.64116668701172,Sommelier Express Hotel,-33.44042442442347,-70.64626762149824,Boarding House
324,Barrio Brasil,-33.47891616821289,-70.60552215576172,Restaurant Payllay,-33.47679383109932,-70.60619752812632,Peruvian Restaurant
325,Barrio Brasil,-33.47891616821289,-70.60552215576172,El Rincón de Azócar,-33.48195827897852,-70.60624608509325,Seafood Restaurant
326,Barrio Brasil,-33.47891616821289,-70.60552215576172,Botilleria La Promo,-33.47917420168603,-70.60658738934723,Liquor Store
327,Barrio Brasil,-33.47891616821289,-70.60552215576172,Lomo Liso,-33.48225160579366,-70.6035551572593,Restaurant
328,Barrio Brasil,-33.47891616821289,-70.60552215576172,Total Soccer,-33.47725066515477,-70.61023078945395,Soccer Stadium
329,Barrio San Borja,-33.44050216674805,-70.63924407958984,Centro Cultural Gabriela Mistral,-33.43900452128021,-70.6396399472639,Art Gallery
330,Barrio San Borja,-33.44050216674805,-70.63924407958984,Paseo Barrio Lastarria,-33.43953093131235,-70.64135782356065,Pedestrian Plaza
331,Barrio San Borja,-33.44050216674805,-70.63924407958984,José Ramón 277: Chopería & Sanguchería,-33.439444704426386,-70.6408001466313,Sandwich Place
332,Barrio San Borja,-33.44050216674805,-70.63924407958984,INLOV,-33.43835720061962,-70.63930107608444,Gift Shop
333,Barrio San Borja,-33.44050216674805,-70.63924407958984,Sala 2 GAM,-33.43940063896205,-70.6398555644018,Indie Movie Theater
334,Barrio San Borja,-33.44050216674805,-70.63924407958984,Patio Lastarria,-33.439662545878576,-70.64157236187741,Beer Garden
335,Barrio San Borja,-33.44050216674805,-70.63924407958984,Bocanáriz,-33.438418872009855,-70.64115378596382,Wine Bar
336,Barrio San Borja,-33.44050216674805,-70.63924407958984,Hotel Cumbres Lastarria,-33.43790510172039,-70.64087455872986,Hotel
337,Barrio San Borja,-33.44050216674805,-70.63924407958984,Parque San Borja,-33.4404702872022,-70.63786626860139,Park
338,Barrio San Borja,-33.44050216674805,-70.63924407958984,"The Singular Santiago, Lastarria Hotel",-33.43712639581222,-70.64072014802078,Hotel
339,Barrio San Borja,-33.44050216674805,-70.63924407958984,Mirador Cerro Santa Lucía,-33.440309477293766,-70.64342930290613,Scenic Lookout
340,Barrio San Borja,-33.44050216674805,-70.63924407958984,Museo de Artes Visuales,-33.43762280859109,-70.64091648187124,Art Museum
341,Barrio San Borja,-33.44050216674805,-70.63924407958984,Cerro Santa Lucía,-33.441164343622766,-70.64372745957283,Mountain
342,Barrio San Borja,-33.44050216674805,-70.63924407958984,Holy Moly Barrio Lastarria,-33.437255,-70.641209,Burger Joint
343,Barrio San Borja,-33.44050216674805,-70.63924407958984,Bloom Specialty Coffee,-33.437112,-70.641302,Coffee Shop
344,Barrio San Borja,-33.44050216674805,-70.63924407958984,Divino Descuento,-33.436835243428554,-70.63788065893317,Gift Shop
345,Barrio San Borja,-33.44050216674805,-70.63924407958984,Parque Forestal,-33.43649031165823,-70.64053256739605,Park
346,Barrio San Borja,-33.44050216674805,-70.63924407958984,PortaCafé,-33.436967,-70.638137,Coffee Shop
347,Barrio San Borja,-33.44050216674805,-70.63924407958984,Conversería de Julio,-33.43754969021427,-70.64268390384963,Latin American Restaurant
348,Barrio San Borja,-33.44050216674805,-70.63924407958984,Plop! Galería,-33.43732922606155,-70.64219553323508,Art Gallery
349,Barrio San Borja,-33.44050216674805,-70.63924407958984,Fuente Alemana,-33.437464019857224,-70.63590990326057,Sandwich Place
350,Barrio San Borja,-33.44050216674805,-70.63924407958984,Madhu,-33.437,-70.64088,Vegetarian / Vegan Restaurant
351,Barrio San Borja,-33.44050216674805,-70.63924407958984,Pilates Qi,-33.43836612943199,-70.64357642877884,Yoga Studio
352,Barrio San Borja,-33.44050216674805,-70.63924407958984,Restaurant Su,-33.436767534237234,-70.63733765425337,Restaurant
353,Barrio San Borja,-33.44050216674805,-70.63924407958984,La Tienda Nacional,-33.43756419590281,-70.6426392017736,Miscellaneous Shop
